"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_physical_state","ros_latitude","ros_longitude","LIBNAME","STABR","LOCALE_TOP_LEVEL_DESCR","LATITUDE","LONGITUD","POPU_LSA"
"3747",NA,"MS8003",2,NA,NA,NA,NA,"WEIR PUBLIC LIBRARY","MS","Rural",33.26662363,-89.29297766,NA
"3748",NA,"MT0003",2,NA,NA,NA,NA,"FALLON COUNTY LIBRARY","MT","Rural",46.36091025,-104.2763397,NA
"3749",NA,"MT0004",2,NA,NA,NA,NA,"BELGRADE COMMUNITY LIBRARY","MT","Town",45.77730112,-111.1759038,NA
"3750",NA,"MT0005",2,NA,NA,NA,NA,"CARNEGIE PUBLIC LIBRARY","MT","Rural",45.83274017,-109.9527744,NA
"3751",NA,"MT0006",2,NA,NA,NA,NA,"BILLINGS PUBLIC LIBRARY","MT","City",45.78557032,-108.5092883,NA
"3752",NA,"MT0006",6,NA,NA,NA,NA,"BILLINGS PUBLIC LIBRARY BOOKMOBILE","MT","City",45.78557032,-108.5092883,NA
"3753",NA,"MT0006",7,NA,NA,NA,NA,"BILLINGS PUBLIC LIBRARY SENIOR/HOMEBOUND VAN","MT","City",45.78557032,-108.5092883,NA
"3754",NA,"MT0006",8,NA,NA,NA,NA,"COMMUNITY LIBRARY 3803 CENTRAL AVE AT MSU-B CITY COLLEGE","MT","City",45.76967901,-108.61313,NA
"3755",NA,"MT0007",2,NA,NA,NA,NA,"JEFFERSON COUNTY LIBRARY - BOULDER","MT","Rural",46.2350841,-112.1197731,NA
"3756",NA,"MT0007",3,NA,NA,NA,NA,"JEFFERSON COUNTY LIBRARY - WHITEHALL","MT","Rural",45.87100641,-112.1004209,NA
"3757",NA,"MT0008",2,NA,NA,NA,NA,"BOZEMAN PUBLIC LIBRARY","MT","Town",45.67935248,-111.027214,NA
"3758",NA,"MT0008",3,NA,NA,NA,NA,"BOZEMAN PUBLIC LIBRARY BOOKMOBILE","MT","Town",45.67935248,-111.027214,NA
"3759",NA,"MT0009",2,NA,NA,NA,NA,"BRIDGER PUBLIC LIBRARY","MT","Rural",45.29574575,-108.9154142,NA
"3760",NA,"MT0010",2,NA,NA,NA,NA,"HENRY A MALLEY MEMORIAL LIBRARY","MT","Rural",45.443152,-105.4067025,NA
"3761",NA,"MT0011",2,NA,NA,NA,NA,"BUTTE-SILVER BOW PUBLIC LIBRARY","MT","Town",46.01335032,-112.5401795,NA
"3762",NA,"MT0011",3,NA,NA,NA,NA,"BUTTE-SILVER BOW PUBLIC LIBRARY - SOUTH BRANCH","MT","Town",45.979743,-112.5080225,NA
"3763",NA,"MT0011",4,NA,NA,NA,NA,"BUTTE-SILVER BOW PUBLIC LIBRARY - MELROSE BRANCH","MT","Rural",45.6315799,-112.6870217,NA
"3764",NA,"MT0012",2,NA,NA,NA,NA,"WEDSWORTH MEMORIAL LIBRARY","MT","Rural",47.27105012,-111.6994869,NA
"3765",NA,"MT0013",2,NA,NA,NA,NA,"LIBERTY COUNTY LIBRARY","MT","Rural",48.51252766,-110.9645953,NA
"3766",NA,"MT0014",2,NA,NA,NA,NA,"BLAINE COUNTY LIBRARY","MT","Rural",48.59204967,-109.2321066,NA
"3767",NA,"MT0015",2,NA,NA,NA,NA,"CHOTEAU/TETON PUBLIC LIBRARY","MT","Rural",47.81146088,-112.182772,NA
"3768",NA,"MT0016",2,NA,NA,NA,NA,"GEORGE MCCONE MEMORIAL COUNTY LIBRARY","MT","Rural",47.41577,-105.5905258,NA
"3769",NA,"MT0017",2,NA,NA,NA,NA,"STILLWATER COUNTY LIBRARY","MT","Rural",45.63798125,-109.2550554,NA
"3770",NA,"MT0018",2,NA,NA,NA,NA,"CONRAD PUBLIC LIBRARY","MT","Town",48.16924991,-111.9476654,NA
"3771",NA,"MT0019",2,NA,NA,NA,NA,"GLACIER COUNTY LIBRARY","MT","Town",48.63507242,-112.3317013,NA
"3772",NA,"MT0019",5,NA,NA,NA,NA,"BROWNING BRANCH LIBRARY","MT","Town",48.55720849,-113.0157552,NA
"3773",NA,"MT0019",6,NA,NA,NA,NA,"EAST GLACIER PARK BRANCH LIBRARY","MT","Rural",48.4401,-113.21898,NA
"3774",NA,"MT0021",2,NA,NA,NA,NA,"WILLIAM K. KOHRS MEMORIAL LIBRARY","MT","Town",46.39885811,-112.7315573,NA
"3775",NA,"MT0022",2,NA,NA,NA,NA,"DENTON PUBLIC LIBRARY","MT","Rural",47.31945083,-109.9501419,NA
"3776",NA,"MT0023",2,NA,NA,NA,NA,"DILLON PUBLIC LIBRARY","MT","Town",45.21622643,-112.6376932,NA
"3777",NA,"MT0024",2,NA,NA,NA,NA,"DRUMMOND SCHOOL & COMMUNITY LIBRARY","MT","Rural",46.66998141,-113.1483371,NA
"3778",NA,"MT0025",2,NA,NA,NA,NA,"DUTTON/TETON PUBLIC LIBRARY","MT","Rural",47.84815454,-111.7166476,NA
"3779",NA,"MT0026",2,NA,NA,NA,NA,"EKALAKA PUBLIC LIBRARY","MT","Rural",45.89026,-104.54829,NA
"3780",NA,"MT0028",2,NA,NA,NA,NA,"FAIRFIELD/TETON PUBLIC LIBRARY","MT","Rural",47.61540234,-111.9817852,NA
"3781",NA,"MT0029",2,NA,NA,NA,NA,"ROSEBUD COUNTY LIBRARY","MT","Rural",46.26639554,-106.6799035,NA
"3782",NA,"MT0029",4,NA,NA,NA,NA,"BICENTENNIAL LIBRARY OF COLSTRIP","MT","Rural",45.88217018,-106.6241242,NA
"3783",NA,"MT0030",6,NA,NA,NA,NA,"BIG SANDY BRANCH LIBRARY","MT","Rural",48.1783859,-110.1116254,NA
"3784",NA,"MT0030",7,NA,NA,NA,NA,"GERALDINE BRANCH LIBRARY","MT","Rural",47.6030107,-110.2659743,NA
"3785",NA,"MT0030",8,NA,NA,NA,NA,"HIGHWOOD SCHOOL COMMUNITY LIBRARY","MT","Rural",47.58425598,-110.7967975,NA
"3786",NA,"MT0030",9,NA,NA,NA,NA,"CHOUTEAU COUNTY LIBRARY","MT","Rural",47.8185629,-110.6679359,NA
"3787",NA,"MT0031",2,NA,NA,NA,NA,"GLASGOW CITY-COUNTY LIBRARY","MT","Town",48.19275876,-106.636299,NA
"3788",NA,"MT0031",3,NA,NA,NA,NA,"OPHEIM COMMUNITY LIBRARY","MT","Rural",48.85813343,-106.4105932,NA
"3789",NA,"MT0032",2,NA,NA,NA,NA,"GLENDIVE PUBLIC LIBRARY","MT","Town",47.10383052,-104.7159143,NA
"3790",NA,"MT0032",3,NA,NA,NA,NA,"RICHEY PUBLIC LIBRARY","MT","Rural",47.64375299,-105.0700041,NA
"3791",NA,"MT0033",4,NA,NA,NA,NA,"GREAT FALLS PUBLIC LIBRARY BOOKMOBILE","MT","City",47.50753751,-111.302039,NA
"3792",NA,"MT0034",2,NA,NA,NA,NA,"BITTERROOT PUBLIC LIBRARY","MT","Town",46.24584852,-114.1594989,NA
"3793",NA,"MT0035",2,NA,NA,NA,NA,"BIG HORN COUNTY PUBLIC LIBRARY","MT","Town",45.73310717,-107.6074553,NA
"3794",NA,"MT0036",2,NA,NA,NA,NA,"HARLEM PUBLIC LIBRARY","MT","Rural",48.53229545,-108.7844862,NA
"3795",NA,"MT0037",2,NA,NA,NA,NA,"HARLOWTON PUBLIC LIBRARY","MT","Rural",46.4352302,-109.8317281,NA
"3796",NA,"MT0038",2,NA,NA,NA,NA,"HAVRE-HILL COUNTY LIBRARY","MT","Town",48.55128784,-109.676737,NA
"3797",NA,"MT0039",2,NA,NA,NA,NA,"LEWIS AND CLARK LIBRARY AUGUSTA BRANCH","MT","Rural",47.49228882,-112.3922394,NA
"3798",NA,"MT0039",3,NA,NA,NA,NA,"LEWIS AND CLARK LIBRARY LINCOLN BRANCH","MT","Rural",46.95485594,-112.6735339,NA
"3799",NA,"MT0039",4,NA,NA,NA,NA,"LEWIS AND CLARK LIBRARY","MT","Town",46.58498128,-112.0414977,NA
"3800",NA,"MT0039",5,NA,NA,NA,NA,"LEWIS AND CLARK LIBRARY EAST HELENA BRANCH","MT","Town",46.58948878,-111.9206964,NA
"3801",NA,"MT0039",6,NA,NA,NA,NA,"LEWIS AND CLARK BOOKMOBILE","MT","Town",46.58498128,-112.0414977,NA
"3802",NA,"MT0042",2,NA,NA,NA,NA,"GARFIELD COUNTY LIBRARY","MT","Rural",47.32071432,-106.9068153,NA
"3803",NA,"MT0043",2,NA,NA,NA,NA,"IMAGINEIF BIGFORK","MT","Rural",48.06234289,-114.0732582,NA
"3804",NA,"MT0043",3,NA,NA,NA,NA,"IMAGINEIF COLUMBIA FALLS","MT","Town",48.37325253,-114.183469,NA
"3805",NA,"MT0043",4,NA,NA,NA,NA,"IMAGINEIF MARION","MT","Rural",48.103384,-114.6635825,NA
"3806",NA,"MT0043",6,NA,NA,NA,NA,"IMAGINEIF KALISPELL","MT","Town",48.19612645,-114.3112006,NA
"3807",NA,"MT0044",2,NA,NA,NA,NA,"LAUREL PUBLIC LIBRARY","MT","Town",45.67139256,-108.78156,NA
"3808",NA,"MT0045",2,NA,NA,NA,NA,"LEWISTOWN PUBLIC LIBRARY","MT","Town",47.06251444,-109.4304228,NA
"3809",NA,"MT0046",2,NA,NA,NA,NA,"EUREKA BRANCH LIBRARY","MT","Rural",48.88145717,-115.0535922,NA
"3810",NA,"MT0046",3,NA,NA,NA,NA,"TROY BRANCH LIBRARY","MT","Rural",48.46268006,-115.8925999,NA
"3811",NA,"MT0046",4,NA,NA,NA,NA,"LINCOLN COUNTY PUBLIC LIBRARIES","MT","Town",48.39120502,-115.5549459,NA
"3812",NA,"MT0047",2,NA,NA,NA,NA,"LIVINGSTON-PARK COUNTY PUBLIC LIBRARY","MT","Town",45.66027615,-110.5622112,NA
"3813",NA,"MT0047",3,NA,NA,NA,NA,"LIVINGSTON-PARK COUNTY PUBLIC LIBRARY BOOKMOBILE","MT","Town",45.66027615,-110.5622112,NA
"3814",NA,"MT0048",2,NA,NA,NA,NA,"DODSON BRANCH LIBRARY","MT","Rural",48.39611154,-108.2461848,NA
"3815",NA,"MT0048",3,NA,NA,NA,NA,"SACO BRANCH LIBRARY","MT","Rural",48.45641815,-107.343723,NA
"3816",NA,"MT0048",4,NA,NA,NA,NA,"PHILLIPS COUNTY LIBRARY","MT","Rural",48.35642934,-107.8742475,NA
"3817",NA,"MT0049",2,NA,NA,NA,NA,"MANHATTAN COMMUNITY SCHOOL LIBRARY","MT","Rural",45.86129445,-111.3304172,NA
"3818",NA,"MT0050",2,NA,NA,NA,NA,"MILES CITY PUBLIC LIBRARY","MT","Town",46.40742114,-105.8456581,NA
"3819",NA,"MT0051",2,NA,NA,NA,NA,"MISSOULA PUBLIC LIBRARY","MT","City",46.87012365,-113.9908846,NA
"3820",NA,"MT0051",3,NA,NA,NA,NA,"SEELEY LAKE BRANCH LIBRARY (MISSOULA CO.)","MT","Rural",47.17397504,-113.4670149,NA
"3821",NA,"MT0051",4,NA,NA,NA,NA,"SWAN VALLEY COMMUNITY LIBRARY - MISSOULA","MT","Rural",47.5291804,-113.711802,NA
"3822",NA,"MT0051",5,NA,NA,NA,NA,"FRENCHTOWN SCHOOL AND COMMUNITY LIBRARY (MISSOULA CO.)","MT","Rural",47.02168401,-114.241971,NA
"3823",NA,"MT0051",6,NA,NA,NA,NA,"BIG SKY BRANCH LIBRARY (MISSOULA CO.)","MT","City",46.84877176,-114.0576711,NA
"3824",NA,"MT0051",7,NA,NA,NA,NA,"LOLO SCHOOL AND COMMUNITY LIBRARY","MT","Rural",46.76218754,-114.0813464,NA
"3825",NA,"MT0051",8,NA,NA,NA,NA,"MISSOULA WEB ON WHEELS","MT","City",46.87012365,-113.9908846,NA
"3826",NA,"MT0051",9,NA,NA,NA,NA,"POTOMAC BRANCH LIBRARY (MISSOULA CO.)","MT","Rural",46.88156931,-113.58001,NA
"3827",NA,"MT0054",2,NA,NA,NA,NA,"PLAINS PUBLIC LIBRARY DISTRICT","MT","Rural",47.45991283,-114.8828912,NA
"3828",NA,"MT0055",2,NA,NA,NA,NA,"SHERIDAN COUNTY LIBRARY","MT","Rural",48.77802377,-104.5566861,NA
"3829",NA,"MT0056",2,NA,NA,NA,NA,"NORTH LAKE COUNTY PUBLIC LIBRARY","MT","Town",47.6954291,-114.1623024,NA
"3830",NA,"MT0057",2,NA,NA,NA,NA,"RED LODGE CARNEGIE LIBRARY","MT","Rural",45.18992234,-109.247319,NA
"3831",NA,"MT0058",2,NA,NA,NA,NA,"RONAN LIBRARY DISTRICT","MT","Rural",47.52870974,-114.1005916,NA
"3832",NA,"MT0059",2,NA,NA,NA,NA,"ROUNDUP SCHOOL-COMMUNITY LIBRARY","MT","Rural",46.44682581,-108.5499321,NA
"3833",NA,"MT0060",2,NA,NA,NA,NA,"ST IGNATIUS SCHOOL-COMMUNITY LIBRARY","MT","Rural",47.31875178,-114.0915725,NA
"3834",NA,"MT0061",2,NA,NA,NA,NA,"DANIELS COUNTY LIBRARY","MT","Rural",48.79154906,-105.4189004,NA
"3835",NA,"MT0062",2,NA,NA,NA,NA,"TOOLE COUNTY LIBRARY","MT","Town",48.50406382,-111.8583694,NA
"3836",NA,"MT0062",3,NA,NA,NA,NA,"NORTH TOOLE COUNTY LIBRARY","MT","Rural",48.88515401,-111.9096975,NA
"3837",NA,"MT0063",2,NA,NA,NA,NA,"SHERIDAN PUBLIC LIBRARY","MT","Rural",45.45603792,-112.1951393,NA
"3838",NA,"MT0064",3,NA,NA,NA,NA,"SIDNEY-RICHLAND COUNTY LIBRARY BOOKMOBILE","MT","Town",47.7168856,-104.1594728,NA
"3839",NA,"MT0065",2,NA,NA,NA,NA,"JUDITH BASIN COUNTY FREE LIBRARY","MT","Rural",47.15396184,-110.2215518,NA
"3840",NA,"MT0065",3,NA,NA,NA,NA,"HOBSON COMMUNITY LIBRARY","MT","Rural",47.00032319,-109.8746806,NA
"3841",NA,"MT0067",3,NA,NA,NA,NA,"ST REGIS SCHOOL AND COMMUNITY LIBRARY","MT","Rural",47.29974749,-115.101795,NA
"3842",NA,"MT0069",2,NA,NA,NA,NA,"PRAIRIE COUNTY LIBRARY","MT","Rural",46.79129244,-105.3144963,NA
"3843",NA,"MT0070",2,NA,NA,NA,NA,"THOMPSON FALLS PUBLIC LIBRARY","MT","Rural",47.59445223,-115.3472431,NA
"3844",NA,"MT0071",2,NA,NA,NA,NA,"THREE FORKS COMMUNITY LIBRARY","MT","Rural",45.88876314,-111.5523397,NA
"3845",NA,"MT0072",2,NA,NA,NA,NA,"BROADWATER SCHOOL AND COMMUNITY LIBRARY","MT","Rural",46.32123661,-111.5195667,NA
"3846",NA,"MT0074",2,NA,NA,NA,NA,"VALIER PUBLIC LIBRARY","MT","Rural",48.30813537,-112.2538734,NA
"3847",NA,"MT0075",2,NA,NA,NA,NA,"THOMPSON-HICKMAN MADISON COUNTY LIBRARY","MT","Rural",45.29331894,-111.9417416,NA
"3848",NA,"MT0076",2,NA,NA,NA,NA,"WEST YELLOWSTONE PUBLIC LIBRARY","MT","Rural",44.65979567,-111.1019404,NA
"3849",NA,"MT0077",2,NA,NA,NA,NA,"MEAGHER COUNTY/CITY LIBRARY","MT","Rural",46.54270495,-110.9057516,NA
"3850",NA,"MT0079",2,NA,NA,NA,NA,"WIBAUX PUBLIC LIBRARY","MT","Rural",46.98646112,-104.1879153,NA
"3851",NA,"MT0082",2,NA,NA,NA,NA,"ROOSEVELT COUNTY LIBRARY","MT","Town",48.08953923,-105.6387921,NA
"3852",NA,"MT0082",3,NA,NA,NA,NA,"CULBERTSON PUBLIC LIBRARY","MT","Rural",48.14673805,-104.5179766,NA
"3853",NA,"MT0082",4,NA,NA,NA,NA,"FROID BRANCH LIBRARY","MT","Rural",48.33693085,-104.4952577,NA
"3854",NA,"MT0083",2,NA,NA,NA,NA,"BELT PUBLIC LIBRARY","MT","Rural",47.38418599,-110.9243825,NA
"3855",NA,"MT0801",2,NA,NA,NA,NA,"JOLIET PUBLIC LIBRARY","MT","Rural",45.48593199,-108.9692971,NA
"3856",NA,"MT0802",2,NA,NA,NA,NA,"HEARST FREE LIBRARY","MT","Town",46.12705767,-112.9536851,NA
"3857",NA,"MT0803",1,NA,NA,NA,NA,"DOROTHY ASBJORNSON COMMUNITY LIBRARY","MT","Rural",47.5594556,-109.3771015,NA
"3858",NA,"MT0804",1,NA,NA,NA,NA,"NORTH JEFFERSON COUNTY LIBRARY DISTRICT CLANCY LIBRARY","MT","Rural",46.46513612,-111.9864868,NA
"3859",NA,"MT0804",2,NA,NA,NA,NA,"NORTH JEFFERSON COUNTY LIBRARY DISTRICT MONTANA CITY LIBRARY","MT","Rural",46.54088258,-111.9491816,NA
"3860",NA,"MT0805",1,NA,NA,NA,NA,"WHITEFISH COMMUNITY LIBRARY","MT","Town",48.41276323,-114.3352757,NA
"3861",NA,"NC0004",7,NA,NA,NA,NA,"OCRACOKE BRANCH LIBRARY","NC","Rural",35.11211707,-75.97742245,NA
"3862",NA,"NC0007",1,NA,NA,NA,NA,"PASQUOTANK LIBRARY BOOKMOBILE","NC","Town",36.30109247,-76.22332235,NA
"3863",NA,"NC0007",13,NA,NA,NA,NA,"CAMDEN COUNTY PUBLIC LIBRARY","NC","Rural",36.35248334,-76.14546578,NA
"3864",NA,"NC0011",5,NA,NA,NA,NA,"GRAHAM COUNTY PUBLIC LIBRARY","NC","Rural",35.32605853,-83.81072696,49721
"3865",NA,"NC0011",7,NA,NA,NA,NA,"NANTAHALA REGIONAL LIBRARY BOOKMOBILE","NC","Rural",35.08649104,-84.0319937,49721
"3866",NA,"NC0013",17,NA,NA,NA,NA,"DANBURY PUBLIC LIBRARY BOOKMOBILE","NC","Rural",36.41253587,-80.22031577,169770
"3867",NA,"NC0015",19,NA,NA,NA,NA,"ANSON COUNTY BOOKMOBILE","NC","Town",34.96555422,-80.07698003,237852
"3868",NA,"NC0015",20,NA,NA,NA,NA,"MOORE COUNTY BOOKMOBILE","NC","Rural",35.34512853,-79.41841415,237852
"3869",NA,"NC0016",3,NA,NA,NA,NA,"ALEXANDER COUNTY LIBRARY","NC","Town",35.9209015,-81.17594494,NA
"3870",NA,"NC0016",4,NA,NA,NA,NA,"BETHLEHEM BRANCH LIBRARY","NC","Suburban",35.8154875,-81.307976,NA
"3871",NA,"NC0016",5,NA,NA,NA,NA,"STONY POINT BRANCH LIBRARY","NC","Rural",35.86183687,-81.04576325,NA
"3872",NA,"NC0017",2,NA,NA,NA,NA,"BLADEN COUNTY PUBLIC LIBRARY","NC","Town",34.62936811,-78.60378629,NA
"3873",NA,"NC0017",3,NA,NA,NA,NA,"BRIDGER MEMORIAL LIBRARY","NC","Rural",34.53748862,-78.78908678,NA
"3874",NA,"NC0017",4,NA,NA,NA,NA,"CLARKTON PUBLIC LIBRARY","NC","Rural",34.4886632,-78.65535838,NA
"3875",NA,"NC0017",5,NA,NA,NA,NA,"BLADEN COUNTY PUBLIC LIBRARY BOOKMOBILE","NC","Town",34.62936811,-78.60378629,NA
"3876",NA,"NC0019",2,NA,NA,NA,NA,"PACK MEMORIAL LIBRARY","NC","City",35.59641707,-82.55517746,NA
"3877",NA,"NC0019",3,NA,NA,NA,NA,"WEAVERVILLE LIBRARY","NC","Suburban",35.69849302,-82.56044599,NA
"3878",NA,"NC0019",4,NA,NA,NA,NA,"BLACK MOUNTAIN BRANCH LIBRARY","NC","Suburban",35.61637908,-82.32258116,NA
"3879",NA,"NC0019",5,NA,NA,NA,NA,"EAST ASHEVILLE BRANCH LIBRARY","NC","City",35.58739571,-82.50278646,NA
"3880",NA,"NC0019",6,NA,NA,NA,NA,"NORTH ASHEVILLE BRANCH LIBRARY","NC","City",35.63574165,-82.56356842,NA
"3881",NA,"NC0019",7,NA,NA,NA,NA,"SOUTH ASHEVILLE BRANCH LIBRARY","NC","City",35.56451286,-82.5135044,NA
"3882",NA,"NC0019",8,NA,NA,NA,NA,"SOUTH BUNCOMBE - SKYLAND LIBRARY","NC","City",35.48816655,-82.53769273,NA
"3883",NA,"NC0019",9,NA,NA,NA,NA,"SWANNANOA BRANCH LIBRARY","NC","Suburban",35.6095267,-82.38610962,NA
"3884",NA,"NC0019",10,NA,NA,NA,NA,"WEST ASHEVILLE BRANCH LIBRARY","NC","City",35.58103075,-82.60131129,NA
"3885",NA,"NC0019",12,NA,NA,NA,NA,"ENKA BRANCH LIBRARY","NC","City",35.53923254,-82.65202499,NA
"3886",NA,"NC0019",13,NA,NA,NA,NA,"FAIRVIEW BRANCH LIBRARY","NC","Suburban",35.52493737,-82.41396687,NA
"3887",NA,"NC0019",14,NA,NA,NA,NA,"BUNCOMBE COUNTY LAW LIBRARY","NC","City",35.59584044,-82.54893454,NA
"3888",NA,"NC0019",15,NA,NA,NA,NA,"LEICESTER BRANCH LIBRARY","NC","Suburban",35.65800801,-82.69345791,NA
"3889",NA,"NC0020",2,NA,NA,NA,NA,"BURKE COUNTY PUBLIC LIBRARY","NC","City",35.74331596,-81.68732032,NA
"3890",NA,"NC0020",3,NA,NA,NA,NA,"VALDESE PUBLIC LIBRARY","NC","Suburban",35.74173668,-81.561027,NA
"3891",NA,"NC0020",5,NA,NA,NA,NA,"C B HILDEBRAND PUBLIC LIBRARY","NC","Suburban",35.71304652,-81.42323899,NA
"3892",NA,"NC0021",2,NA,NA,NA,NA,"CABARRUS COUNTY PUBLIC LIBRARY","NC","City",35.41114189,-80.58204091,NA
"3893",NA,"NC0021",3,NA,NA,NA,NA,"KANNAPOLIS BRANCH LIBRARY","NC","Suburban",35.50485848,-80.63534504,NA
"3894",NA,"NC0021",5,NA,NA,NA,NA,"MT. PLEASANT BRANCH LIBRARY","NC","Rural",35.40323746,-80.43334302,NA
"3895",NA,"NC0021",6,NA,NA,NA,NA,"HARRISBURG LIBRARY","NC","Suburban",35.31778966,-80.65953421,NA
"3896",NA,"NC0021",7,NA,NA,NA,NA,"MIDLAND BRANCH LIBRARY","NC","Rural",35.25152694,-80.50178553,NA
"3897",NA,"NC0022",2,NA,NA,NA,NA,"CALDWELL COUNTY PUBLIC LIBRARY","NC","City",35.92262897,-81.52374698,NA
"3898",NA,"NC0022",3,NA,NA,NA,NA,"GRANITE FALLS BRANCH LIBRARY","NC","Suburban",35.7970497,-81.43094389,NA
"3899",NA,"NC0022",4,NA,NA,NA,NA,"HUDSON BRANCH LIBRARY","NC","Suburban",35.84786407,-81.4955972,NA
"3900",NA,"NC0023",3,NA,NA,NA,NA,"MAIDEN BRANCH LIBRARY","NC","Town",35.57653268,-81.21553317,NA
"3901",NA,"NC0023",8,NA,NA,NA,NA,"CONOVER BRANCH LIBRARY","NC","Suburban",35.70160698,-81.2190819,NA
"3902",NA,"NC0023",9,NA,NA,NA,NA,"CLAREMONT BRANCH LIBRARY","NC","Suburban",35.71534735,-81.14605012,NA
"3903",NA,"NC0023",10,NA,NA,NA,NA,"LIBRARY TO GO","NC","Suburban",35.661804,-81.2246365,NA
"3904",NA,"NC0025",6,NA,NA,NA,NA,"COLUMBUS COUNTY PUBLIC LIBRARY BOOKMOBILE","NC","Town",34.33499139,-78.70826847,NA
"3905",NA,"NC0027",7,NA,NA,NA,NA,"DAVIDSON COUNTY BOOKMOBILE","NC","Suburban",35.81883871,-80.25921392,NA
"3906",NA,"NC0029",2,NA,NA,NA,NA,"DUPLIN COUNTY - DOROTHY WIGHTMAN LIBRARY","NC","Rural",34.96349424,-77.96447121,NA
"3907",NA,"NC0029",3,NA,NA,NA,NA,"FAISON BRANCH LIBRARY (EMILY HILL LIBRARY)","NC","Rural",35.11809064,-78.13914253,NA
"3908",NA,"NC0029",4,NA,NA,NA,NA,"PHILLIP LEFF MEMORIAL LIBRARY","NC","Rural",34.92123206,-77.76546494,NA
"3909",NA,"NC0029",5,NA,NA,NA,NA,"ROSE HILL LIBRARY","NC","Rural",34.82653977,-78.02112634,NA
"3910",NA,"NC0029",6,NA,NA,NA,NA,"WARSAW-KORNEGAY PUBLIC LIBRARY","NC","Town",34.99949686,-78.0912362,NA
"3911",NA,"NC0029",7,NA,NA,NA,NA,"FLORENCE GALLIER LIBRARY","NC","Rural",34.89624112,-78.05587904,NA
"3912",NA,"NC0030",10,NA,NA,NA,NA,"DURHAM COUNTY BOOKMOBILE","NC","City",35.99490726,-78.89731203,NA
"3913",NA,"NC0030",17,NA,NA,NA,NA,"NORTHGATE MALL","NC","City",36.0169975,-78.91014401,NA
"3914",NA,"NC0031",3,NA,NA,NA,NA,"PINETOPS BRANCH LIBRARY","NC","Rural",35.79013301,-77.63805889,NA
"3915",NA,"NC0032",2,NA,NA,NA,NA,"FORSYTH COUNTY PUBLIC LIBRARY","NC","City",36.09901283,-80.25249608,NA
"3916",NA,"NC0032",3,NA,NA,NA,NA,"CLEMMONS BRANCH LIBRARY","NC","Suburban",36.02227001,-80.37702518,NA
"3917",NA,"NC0032",4,NA,NA,NA,NA,"MALLOY / JORDAN EAST WINSTON HERITAGE CENTER","NC","City",36.10221941,-80.23147904,NA
"3918",NA,"NC0032",5,NA,NA,NA,NA,"PADDISON MEMORIAL BRANCH LIBRARY","NC","Suburban",36.11598099,-80.06968702,NA
"3919",NA,"NC0032",6,NA,NA,NA,NA,"LEWISVILLE BRANCH LIBRARY","NC","Suburban",36.09680621,-80.42022609,NA
"3920",NA,"NC0032",8,NA,NA,NA,NA,"RURAL HALL BRANCH LIBRARY","NC","Suburban",36.22648603,-80.28634975,NA
"3921",NA,"NC0032",9,NA,NA,NA,NA,"SOUTHSIDE BRANCH LIBRARY","NC","City",36.05522988,-80.25333125,NA
"3922",NA,"NC0032",11,NA,NA,NA,NA,"WALKERTOWN BRANCH LIBRARY","NC","Suburban",36.16999037,-80.15137512,NA
"3923",NA,"NC0032",13,NA,NA,NA,NA,"FORSYTH COUNTY PUBLIC LIBRARY BOOKMOBILE","NC","City",36.14221718,-80.29897449,NA
"3924",NA,"NC0032",14,NA,NA,NA,NA,"CARVER SCHOOL ROAD BRANCH LIBRARY","NC","City",36.15093466,-80.21230267,NA
"3925",NA,"NC0032",16,NA,NA,NA,NA,"SALVATION ARMY BOYS & GIRLS CLUB","NC","City",36.08887806,-80.2143979,NA
"3926",NA,"NC0032",17,NA,NA,NA,NA,"YWCA BEST CHOICE CENTER","NC","City",36.10767385,-80.23305853,NA
"3927",NA,"NC0032",20,NA,NA,NA,NA,"REYNOLDA MANOR BRANCH LIBRARY","NC","City",36.1417144,-80.29973372,NA
"3928",NA,"NC0033",6,NA,NA,NA,NA,"FRANKLIN COUNTY BOOKMOBILE","NC","Town",36.10983001,-78.29656296,NA
"3929",NA,"NC0034",2,NA,NA,NA,NA,"RICHARD H. THORNTON LIBRARY","NC","Town",36.30988236,-78.58715106,NA
"3930",NA,"NC0034",3,NA,NA,NA,NA,"BEREA BRANCH LIBRARY","NC","Rural",36.31405022,-78.73694086,NA
"3931",NA,"NC0034",4,NA,NA,NA,NA,"SOUTH BRANCH LIBRARY","NC","Town",36.14164638,-78.72134432,NA
"3932",NA,"NC0034",5,NA,NA,NA,NA,"STOVALL BRANCH LIBRARY","NC","Rural",36.44732374,-78.5680202,NA
"3933",NA,"NC0035",4,NA,NA,NA,NA,"BLANCHE BENJAMIN BRANCH LIBRARY","NC","City",36.1037191,-79.83054135,NA
"3934",NA,"NC0035",7,NA,NA,NA,NA,"MCGIRT-HORTON BRANCH LIBRARY","NC","City",36.09480558,-79.74474779,NA
"3935",NA,"NC0035",9,NA,NA,NA,NA,"VANCE H. CHAVIS LIFELONG LEARNING CENTER","NC","City",36.06409252,-79.77112832,NA
"3936",NA,"NC0035",11,NA,NA,NA,NA,"GLENWOOD BRANCH","NC","City",36.05226252,-79.82083997,NA
