"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category"
"29",11824,"NY0004",48,"park slope branch library","library","No","public library","Active","431 6th Ave","Brooklyn","NY",11215,4006,"Kings",40.6682797,-73.9833996,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,15942,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"30",11836,"NY0004",40,"marcy branch library","library","No","public library","Active","617 Dekalb Ave","Brooklyn","NY",11216,1001,"Kings",40.6915865,-73.9512659,"Congressional District 8","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"31",11851,"NY0004",10,"brower park branch library","library","No","public library","Active","725 Saint Marks Ave","Brooklyn","NY",11216,3701,"Kings",40.6753715,-73.9486092,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,6650,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"32",11860,"NY0004",46,"pacific branch library","library","No","public library","Active","25 4th Ave","Brooklyn","NY",11217,1929,"Kings",40.6834516,-73.9785579,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,14970,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"33",11868,"NY0004",61,"windsor terrace branch library","library","No","public library","Active","160 E 5th St","Brooklyn","NY",11218,1702,"Kings",40.6487309,-73.9765317,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"34",11872,"NY0004",34,"kensington branch library","library","No","public library","Active","4209 18th Avenue","Brooklyn","NY",11218,NA,"Kings",40.6313023,-73.9753876,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,10540,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"35",11909,"NY0004",41,"mckinley park branch library","library","No","public library","Active","6802 Fort Hamilton Pkwy","Brooklyn","NY",11219,5855,"Kings",40.6291906,-74.0118951,"Congressional District 11","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7425,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"36",11914,"NY0004",56,"sunset park branch library","library","No","public library","Active","5108 4th Ave","Brooklyn","NY",11220,1876,"Kings",40.6457721,-74.0133995,"Congressional District 7","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,10500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"37",11930,"NY0004",21,"de kalb branch library","library","No","public library","Active","790 Bushwick Ave","Brooklyn","NY",11221,3111,"Kings",40.6946739,-73.9285126,"Congressional District 7","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,12360,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"38",11946,"NY0004",30,"greenpoint branch library","library","No","public library","Active","107 Norman Ave","Brooklyn","NY",11222,2902,"Kings",40.7258078,-73.950615,"Congressional District 12","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"39",11953,"NY0004",31,"highlawn branch library","library","No","public library","Active","1664 W 13th St","Brooklyn","NY",11223,1002,"Kings",40.605668,-73.9862152,"Congressional District 10","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"40",11963,"NY0004",32,"homecrest branch library","library","No","public library","Active","2525 Coney Island Ave","Brooklyn","NY",11223,5025,"Kings",40.5951864,-73.9609626,"Congressional District 11","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7000,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"41",11967,"NY0004",29,"gravesend branch library","library","No","public library","Active","303 Avenue X","Brooklyn","NY",11223,5933,"Kings",40.5903838,-73.9717053,"Congressional District 11","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"42",11973,"NY0004",17,"coney island branch library","library","No","public library","Active","1901 Mermaid Ave","Brooklyn","NY",11224,2507,"Kings",40.5764872,-73.9860247,"Congressional District 8","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,12380,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"43",11990,"NY0004",19,"crown hts branch library","library","No","public library","Active","560 New York Ave","Brooklyn","NY",11225,5233,"Kings",40.6612046,-73.9480539,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,9280,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"44",11996,"NY0004",25,"flatbush branch library","library","No","public library","Active","22 Linden Blvd","Brooklyn","NY",11226,3104,"Kings",40.6519222,-73.9582561,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,22560,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"45",12013,"NY0004",18,"cortelyou branch library","library","No","public library","Active","1305 Cortelyou Rd","Brooklyn","NY",11226,5603,"Kings",40.6408095,-73.965941,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"46",12024,"NY0004",22,"dyker branch library","library","No","public library","Active","8202 13th Ave","Brooklyn","NY",11228,3016,"Kings",40.6163182,-74.0119228,"Congressional District 11","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,7500,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
"47",12032,"NY0004",36,"kings highway branch library","library","No","public library","Active","2115 Ocean Ave","Brooklyn","NY",11229,1405,"Kings",40.6102436,-73.9530958,"Congressional District 9","Urban",NA,NA,NA,NA,123803,"Brooklyn Public Library","library system","10 Grand Army Plz","Brooklyn","NY",11238,"Congressional District 8",2022,221030401,2299043900,2299043900.001,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",6500,0,6500,2,13000,12,156000,0,0,0,0,0,156000,0.9,140400,15600,24700,NA,NA,NA,NA,NA,2600,60,2340,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","No","Yes",10000,10000,"gigabit","gigabit",2504700,NA,11,"City Large","City","benchmark met","over50"
