"","FSCSKEY","FSCS_SEQ","LIBID","LIBNAME","ADDRESS","CITY","STABR","ZIP","C_ADMIN","C_OUT_TY","LATITUDE","LONGITUD","PLS_YEAR","n","ros_entity_number"
"3471","NH0072",2,"NH89164","OSSIPEE PUBLIC LIBRARY","74 MAIN STREET","CENTER OSSIPEE","NH",3814,NA,"CE",43.75416544,-71.15211653,2020,1,NA
"3472","NH0073",2,"NH89165","PELHAM PUBLIC LIBRARY","24 VILLAGE GREEN","PELHAM","NH",3076,NA,"CE",42.7319249,-71.32627463,2020,1,NA
"3473","NH0074",2,"NH89166","PEMBROKE TOWN LIBRARY","313 PEMBROKE STREET","PEMBROKE","NH",3275,NA,"CE",43.14994339,-71.46057701,2020,1,NA
"3474","NH0075",2,"NH89167","PETERBOROUGH TOWN LIBRARY","2 CONCORD STREET","PETERBOROUGH","NH",3458,NA,"CE",42.87775804,-71.94790263,2020,1,NA
"3475","NH0076",2,"NH89168","PIERMONT PUBLIC LIBRARY","130 ROUTE 10","PIERMONT","NH",3779,NA,"CE",43.9689574,-72.08011867,2020,1,NA
"3476","NH0077",2,"NH89169","BREMER POND MEMORIAL LIBRARY","12 SCHOOL STREET","PITTSBURG","NH",3592,NA,"CE",45.05229446,-71.39075652,2020,1,NA
"3477","NH0078",2,"NH8917","BEDFORD PUBLIC LIBRARY","3 MEETINGHOUSE ROAD","BEDFORD","NH",3110,NA,"CE",42.94638601,-71.51606246,2020,1,NA
"3478","NH0079",2,"NH89170","JOSIAH CARPENTER LIBRARY","41 MAIN STREET","PITTSFIELD","NH",3263,NA,"CE",43.30473219,-71.32748472,2020,1,NA
"3479","NH0080",2,"NH89171","PHILIP READ MEMORIAL LIBRARY","1088 ROUTE 12A","PLAINFIELD","NH",3781,NA,"CE",43.53531533,-72.35570259,2020,1,NA
"3480","NH0081",2,"NH89172","MERIDEN LIBRARY","22 BEAN ROAD","MERIDEN","NH",3770,NA,"CE",43.54318573,-72.25158376,2020,1,NA
"3481","NH0083",2,"NH89174","PEASE PUBLIC LIBRARY","1 RUSSELL STREET","PLYMOUTH","NH",3264,NA,"CE",43.75701868,-71.68904775,2020,1,NA
"3482","NH0084",2,"NH89175","PORTSMOUTH PUBLIC LIBRARY","175 PARROTT AVENUE","PORTSMOUTH","NH",3801,NA,"CE",43.0716367,-70.75933183,2020,1,NA
"3483","NH0085",2,"NH89177","DUDLEY-TUCKER LIBRARY","6 EPPING STREET","RAYMOND","NH",3077,NA,"CE",43.03671028,-71.18281877,2020,1,NA
"3484","NH0086",2,"NH89178","RICHMOND PUBLIC LIBRARY","19 WINCHESTER ROAD","RICHMOND","NH",3470,NA,"CE",42.75466338,-72.27360814,2020,1,NA
"3485","NH0087",2,"NH89179","INGALLS MEMORIAL LIBRARY","203 MAIN STREET","RINDGE","NH",3461,NA,"CE",42.74838207,-72.00927878,2020,1,NA
"3486","NH0088",2,"NH8918","BELMONT PUBLIC LIBRARY","146 MAIN STREET","BELMONT","NH",3220,NA,"CE",43.44313807,-71.48203645,2020,1,NA
"3487","NH0089",2,"NH89180","ROCHESTER PUBLIC LIBRARY","65 SOUTH MAIN STREET","ROCHESTER","NH",3867,NA,"CE",43.30239435,-70.97424257,2020,1,NA
"3488","NH0090",3,"NH89181","EAST ROCHESTER PUBLIC LIBRARY","935 PORTLAND STREET","EAST ROCHESTER","NH",3868,NA,"CE",43.33433251,-70.93999881,2020,1,NA
"3489","NH0091",2,"NH89182","BYRON G. MERRILL LIBRARY","10 BUFFALO ROAD","RUMNEY","NH",3266,NA,"CE",43.80444328,-71.81334801,2020,1,NA
"3490","NH0092",2,"NH89183","RYE PUBLIC LIBRARY","581 WASHINGTON ROAD","RYE","NH",3870,NA,"CE",43.01145833,-70.77329642,2020,1,NA
"3491","NH0093",2,"NH89184","KELLEY LIBRARY","234 MAIN STREET","SALEM","NH",3079,NA,"CE",42.78465844,-71.21138245,2020,1,NA
"3492","NH0094",2,"NH89185","SALISBURY FREE LIBRARY","641 OLD TURNPIKE ROAD","SALISBURY","NH",3268,NA,"CE",43.39113545,-71.74500884,2020,1,NA
"3493","NH0095",2,"NH89186","SANBORNTON PUBLIC LIBRARY","27 MEETINGHOUSE HILL ROAD","SANBORNTON","NH",3269,NA,"CE",43.49438021,-71.58393961,2020,1,NA
"3494","NH0096",2,"NH89187","SANDOWN PUBLIC LIBRARY","305 MAIN STREET","SANDOWN","NH",3873,NA,"CE",42.92470391,-71.18669842,2020,1,NA
"3495","NH0097",2,"NH89188","SAMUEL H. WENTWORTH LIBRARY","35 MAIN STREET","CENTER SANDWICH","NH",3227,NA,"CE",43.80553903,-71.43693885,2020,1,NA
"3496","NH0098",2,"NH89189","SEABROOK LIBRARY","25 LIBERTY LANE","SEABROOK","NH",3874,NA,"CE",42.88490127,-70.86082746,2020,1,NA
"3497","NH0099",2,"NH8919","G.E.P. DODGE LIBRARY","2 MAIN STREET","BENNINGTON","NH",3442,NA,"CE",43.00111015,-71.92322899,2020,1,NA
"3498","NH0101",2,"NH89190","SOMERSWORTH PUBLIC LIBRARY","25 MAIN STREET","SOMERSWORTH","NH",3878,NA,"CE",43.26242521,-70.86336927,2020,1,NA
"3499","NH0102",2,"NH89192","SOUTH HAMPTON FREE PUBLIC LIBRARY","3-1 HILLDALE AVENUE","SOUTH HAMPTON","NH",3827,NA,"CE",42.88105025,-70.96317737,2020,1,NA
"3500","NH0103",2,"NH89193","LIBBIE A. CASS MEMORIAL LIBRARY","2748 MAIN STREET","SPRINGFIELD","NH",3284,NA,"CE",43.49312203,-72.04757408,2020,1,NA
"3501","NH0105",2,"NH89196","DENNIS JOOS MEMORIAL LIBRARY","888 WASHINGTON STREET","W. STEWARTSTOWN","NH",3597,NA,"CE",44.99547207,-71.53132087,2020,1,NA
"3502","NH0106",2,"NH89197","DAVIS PUBLIC LIBRARY","1391 ROUTE 123 NORTH","STODDARD","NH",3464,NA,"CE",43.07903067,-72.10932954,2020,1,NA
"3503","NH0107",2,"NH89198","HILL LIBRARY","1151 PARKER MOUNTAIN ROAD","STRAFFORD","NH",3884,NA,"CE",43.27098833,-71.12658922,2020,1,NA
"3504","NH0109",2,"NH892","HAYNES LIBRARY","33 WASHBURN ROAD","ALEXANDRIA","NH",3222,NA,"CE",43.6124,-71.7948,2019,1,NA
"3505","NH0110",2,"NH8920","BERLIN PUBLIC LIBRARY","270 MAIN STREET","BERLIN","NH",3570,NA,"CE",44.47153645,-71.17819196,2020,1,NA
"3506","NH0111",2,"NH89200","STRATFORD PUBLIC LIBRARY","74 MAIN STREET","STRATFORD","NH",3590,NA,"CE",44.75130824,-71.63002516,2020,1,NA
"3507","NH0112",2,"NH89201","WIGGIN MEMORIAL LIBRARY","10 BUNKER HILL AVE.","STRATHAM","NH",3885,NA,"CE",43.01164604,-70.91545425,2020,1,NA
"3508","NH0113",2,"NH89202","RICHARDSON MEMORIAL LIBRARY","1411 ROUTE 117","SUGAR HILL","NH",3586,NA,"CE",44.21209299,-71.797898,2020,1,NA
"3509","NH0114",2,"NH89203","SULLIVAN PUBLIC LIBRARY","436 CENTRE STREET","SULLIVAN","NH",3445,NA,"CE",43.01289055,-72.21813459,2020,1,NA
"3510","NH0115",2,"NH89204","ABBOTT LIBRARY","11 SOONIPI CIRCLE","SUNAPEE","NH",3782,NA,"CE",43.39146897,-72.08893436,2020,1,NA
"3511","NH0116",2,"NH89205","REED FREE LIBRARY","8 VILLAGE ROAD","SURRY","NH",3431,NA,"CE",43.01916754,-72.32155078,2020,1,NA
"3512","NH0117",2,"NH89207","MT. CAESAR UNION LIBRARY","628 OLD HOMESTEAD HIGHWAY","SWANZEY","NH",3446,NA,"CE",42.87226978,-72.28157388,2020,1,NA
"3513","NH0118",2,"NH89208","STRATTON FREE LIBRARY","9 MAIN STREET","WEST SWANZEY","NH",3446,NA,"CE",42.87069671,-72.32449651,2020,1,NA
"3514","NH0121",3,"NH8921","BETHLEHEM PUBLIC LIBRARY","2245 MAIN STREET","BETHLEHEM","NH",3574,NA,"CE",44.28070704,-71.68248112,2020,1,NA
"3515","NH0122",2,"NH89211","MANSFIELD PUBLIC LIBRARY","5 MAIN STREET","TEMPLE","NH",3084,NA,"CE",42.82029719,-71.85136714,2020,1,NA
"3516","NH0123",2,"NH89212","THORNTON PUBLIC LIBRARY","1884 NH RTE 175","THORNTON","NH",3285,NA,"CE",43.89442502,-71.66423186,2020,1,NA
"3517","NH0124",2,"NH89213","HALL MEMORIAL LIBRARY","18 PARK STREET","NORTHFIELD","NH",3276,NA,"CE",43.44236178,-71.59286466,2020,1,NA
"3518","NH0125",2,"NH89214","GAY-KIMBALL LIBRARY","10 SOUTH MAIN STREET","TROY","NH",3465,NA,"CE",42.82419161,-72.181546,2020,1,NA
"3519","NH0126",4,"NH89215","TUFTONBORO FREE LIBRARY","221 MIDDLE ROAD","CENTER TUFTONBORO","NH",3816,NA,"CE",43.66583409,-71.25544637,2020,1,NA
"3520","NH0127",2,"NH89216","UNITY FREE PUBLIC LIBRARY","13 CENTER ROAD, UNIT 4","UNITY","NH",3603,NA,"CE",43.29261477,-72.26008424,2020,1,NA
"3521","NH0128",3,"NH89217","WAKEFIELD PUBLIC LIBRARY","2699 WAKEFIELD ROAD","WAKEFIELD","NH",3872,NA,"CE",43.56952188,-71.02975575,2020,1,NA
"3522","NH0129",2,"NH89218","GAFNEY LIBRARY","14 HIGH STREET","SANBORNVILLE","NH",3872,NA,"CE",43.55429636,-71.03036377,2020,1,NA
"3523","NH0131",5,"NH8922","BOSCAWEN PUBLIC LIBRARY","116 NORTH MAIN ST","BOSCAWEN","NH",3303,NA,"CE",43.28912748,-71.60430185,2020,1,NA
"3524","NH0132",4,"NH89220-A","NORTH WALPOLE BRANCH LIBRARY","70 CHURCH STREET","NORTH WALPOLE","NH",3609,NA,"BR",43.1430001,-72.44990605,2020,1,NA
"3525","NH0132",5,"NH89220","WALPOLE TOWN LIBRARY","48 MAIN STREET","WALPOLE","NH",3608,NA,"CE",43.07923473,-72.42582819,2020,1,NA
"3526","NH0133",2,"NH89221","PILLSBURY FREE LIBRARY","18 EAST MAIN STREET","WARNER","NH",3278,NA,"CE",43.28017436,-71.81511911,2020,1,NA
"3527","NH0134",2,"NH89222","JOSEPH PATCH LIBRARY","320 NH ROUTE 25","WARREN","NH",3279,NA,"CE",43.91845556,-71.88852297,2020,1,NA
"3528","NH0135",2,"NH89223","SHEDD FREE LIBRARY","46 NORTH MAIN STREET","WASHINGTON","NH",3280,NA,"CE",43.17715359,-72.09823877,2020,1,NA
"3529","NH0136",2,"NH89224","OSCEOLA LIBRARY","2 WEST BRANCH ROAD","WATERVILLE VALLEY","NH",3215,NA,"CE",43.952428,-71.504913,2014,1,NA
"3530","NH0136",NA,"NH89224","OSCEOLA LIBRARY","2 WEST BRANCH ROAD","WATERVILLE VALLEY","NH",3215,"SO",NA,43.958289,-71.511261,2015,1,NA
"3531","NH0138",2,"NH89226","WEBSTER FREE PUBLIC LIBRARY","947 BATTLE STREET","WEBSTER","NH",3303,NA,"CE",43.31202651,-71.71928962,2020,1,NA
"3532","NH0139",2,"NH89227","WEBSTER MEMORIAL LIBRARY","20 WENTWORTH VILLAGE ROAD","WENTWORTH","NH",3282,NA,"CE",43.86949703,-71.91030787,2020,1,NA
"3533","NH0140",2,"NH89228","WESTMORELAND PUBLIC LIBRARY","33 SOUTH VILLAGE ROAD","WESTMORELAND","NH",3467,NA,"CE",42.96290871,-72.43940511,2020,1,NA
"3534","NH0141",2,"NH89229","WHITEFIELD PUBLIC LIBRARY","8 LANCASTER ROAD","WHITEFIELD","NH",3598,NA,"CE",44.37407478,-71.61102204,2020,1,NA
"3535","NH0142",2,"NH8923","BAKER FREE LIBRARY","509 SOUTH STREET","BOW","NH",3304,NA,"CE",43.17158725,-71.53466433,2020,1,NA
"3536","NH0143",2,"NH89230","WILMOT PUBLIC LIBRARY","11 NORTH WILMOT ROAD","WILMOT","NH",3287,NA,"CE",43.45198215,-71.91271757,2020,1,NA
"3537","NH0144",2,"NH89231","WILTON PUBLIC & GREGG FREE LIBRARY","7 FOREST ROAD","WILTON","NH",3086,NA,"CE",42.8450612,-71.73873693,2020,1,NA
"3538","NH0145",2,"NH89232","CONANT PUBLIC LIBRARY","111 MAIN STREET","WINCHESTER","NH",3470,NA,"CE",42.77239378,-72.38421933,2020,1,NA
"3539","NH0146",2,"NH89233","THAYER PUBLIC LIBRARY","3 ASHUELOT MAIN STREET","ASHUELOT","NH",3441,NA,"CE",42.77776588,-72.42376381,2020,1,NA
"3540","NH0147",2,"NH89234","NESMITH LIBRARY","8 FELLOWS ROAD","WINDHAM","NH",3087,NA,"CE",42.80330206,-71.29830916,2020,1,NA
"3541","NH0148",2,"NH89235","WOLFEBORO PUBLIC LIBRARY","259 SOUTH MAIN STREET","WOLFEBORO","NH",3894,NA,"CE",43.58031991,-71.20052177,2020,1,NA
"3542","NH0149",2,"NH89236","MOOSILAUKE PUBLIC LIBRARY","165 LOST RIVER ROAD","WOODSTOCK","NH",3262,NA,"CE",44.03253649,-71.69701517,2020,1,NA
"3543","NH0150",2,"NH8924","BROWN MEMORIAL LIBRARY","78 WEST MAIN STREET","BRADFORD","NH",3221,NA,"CE",43.26958746,-71.960291,2020,1,NA
"3544","NH0151",2,"NH8925","MARY E. BARTLETT LIBRARY","22 DALTON ROAD","BRENTWOOD","NH",3833,NA,"CE",42.98088005,-71.07270102,2020,1,NA
"3545","NH0153",2,"NH8927","MINOT-SLEEPER LIBRARY","35 PLEASANT STREET","BRISTOL","NH",3222,NA,"CE",43.59100172,-71.73765887,2020,1,NA
"3546","NH0154",2,"NH8928","BROOKLINE PUBLIC LIBRARY","16 MAIN STREET","BROOKLINE","NH",3033,NA,"CE",42.73280795,-71.65955385,2020,1,NA
"3547","NH0155",2,"NH893","ALLENSTOWN PUBLIC LIBRARY","59 MAIN STREET","ALLENSTOWN","NH",3275,NA,"CE",43.12814297,-71.45449645,2020,1,NA
"3548","NH0156",2,"NH8930","CANAAN TOWN LIBRARY","1173 U.S. RT 4","CANAAN","NH",3741,NA,"CE",43.64647416,-72.01194326,2020,1,NA
"3549","NH0157",2,"NH8931","SMYTH PUBLIC LIBRARY","55 HIGH STREET","CANDIA","NH",3034,NA,"CE",43.06188285,-71.29027578,2020,1,NA
"3550","NH0158",2,"NH8932","ELKINS LIBRARY","9 CENTER ROAD","CANTERBURY","NH",3224,NA,"CE",43.33718269,-71.5647877,2020,1,NA
"3551","NH0159",2,"NH8933","TWIN MOUNTAIN PUBLIC LIBRARY","92 SCHOOL STREET","TWIN MOUNTAIN","NH",3595,NA,"CE",44.272474,-71.54305998,2020,1,NA
"3552","NH0160",2,"NH8934","JAMES E. NICHOLS MEMORIAL LIBRARY","35 PLYMOUTH STREET","CENTER HARBOR","NH",3226,NA,"CE",43.70897692,-71.46305144,2020,1,NA
"3553","NH0161",2,"NH8935","SILSBY FREE PUBLIC LIBRARY","226 MAIN STREET","CHARLESTOWN","NH",3603,NA,"CE",43.23479196,-72.42426966,2020,1,NA
"3554","NH0162",2,"NH8937","CHESTERFIELD PUBLIC LIBRARY","524 ROUTE 63","CHESTERFIELD","NH",3443,NA,"CE",42.88802303,-72.47048764,2020,1,NA
"3555","NH0163",2,"NH8938","CHICHESTER TOWN LIBRARY","161 MAIN STREET","CHICHESTER","NH",3258,NA,"CE",43.25208781,-71.38551222,2020,1,NA
"3556","NH0164",2,"NH8939","FISKE FREE LIBRARY","108 BROAD STREET","CLAREMONT","NH",3743,NA,"CE",43.37185678,-72.33661138,2020,1,NA
"3557","NH0165",2,"NH894","SHEDD-PORTER MEMORIAL LIBRARY","2 MAIN ST","ALSTEAD","NH",3602,NA,"CE",43.14890918,-72.36132727,2020,1,NA
"3558","NH0166",2,"NH8940","COLEBROOK PUBLIC LIBRARY","126 MAIN ST.","COLEBROOK","NH",3576,NA,"CE",44.89491409,-71.49617991,2020,1,NA
"3559","NH0167",4,"NH8941-A","PENACOOK BRANCH LIBRARY","3 MERRIMACK STREET","PENACOOK","NH",3303,NA,"BR",43.28073049,-71.59964185,2020,1,NA
"3560","NH0167",5,"NH8941","CONCORD PUBLIC LIBRARY","45 GREEN STREET","CONCORD","NH",3301,NA,"CE",43.20676794,-71.54001911,2020,1,NA
"3561","NH0167",6,"NH8941-B","HEIGHTS BRANCH LIBRARY","14 CANTEBURY ROAD","CONCORD","NH",3301,NA,"BR",43.21532666,-71.50567929,2020,1,NA
"3562","NH0168",2,"NH8942","CONWAY PUBLIC LIBRARY","15 GREENWOOD AVENUE","CONWAY","NH",3818,NA,"CE",43.97822813,-71.11731789,2020,1,NA
"3563","NH0169",2,"NH8943","NORTH CONWAY PUBLIC LIBRARY ASSOCIATION","2719 WHITE MOUNTAIN HIGHWAY","NORTH CONWAY","NH",3860,NA,"CE",44.053898,-71.12849924,2020,1,NA
"3564","NH0170",2,"NH8944","GEORGE H. STOWELL FREE LIBRARY","24 SCHOOL STREET","CORNISH FLAT","NH",3746,NA,"CE",43.49714641,-72.27806085,2020,1,NA
"3565","NH0171",2,"NH8946","DALTON PUBLIC LIBRARY","756 DALTON ROAD","DALTON","NH",3598,NA,"CE",44.40638411,-71.71747586,2020,1,NA
"3566","NH0172",2,"NH8948","COLBY MEMORIAL LIBRARY","7 COLBY ROAD","DANVILLE","NH",3819,NA,"CE",42.91311698,-71.12449288,2020,1,NA
"3567","NH0173",2,"NH8949","PHILBRICK-JAMES LIBRARY","4 CHURCH STREET","DEERFIELD","NH",3037,NA,"CE",43.13280997,-71.24156192,2020,1,NA
"3568","NH0174",2,"NH895","GILMAN LIBRARY","100 MAIN STREET","ALTON","NH",3809,NA,"CE",43.45504679,-71.21978749,2020,1,NA
"3569","NH0175",2,"NH8950","DEERING PUBLIC LIBRARY","762 DEERING CENTER ROAD","DEERING","NH",3244,NA,"CE",43.07436032,-71.84614122,2020,1,NA
"3570","NH0176",2,"NH8951","DERRY PUBLIC LIBRARY","64 EAST BROADWAY","DERRY","NH",3038,NA,"CE",42.8830684,-71.32220328,2020,1,NA
"3571","NH0177",2,"NH8952","TAYLOR LIBRARY","49 EAST DERRY ROAD","EAST DERRY","NH",3041,NA,"CE",42.89428389,-71.29418225,2020,1,NA
"3572","NH0179",2,"NH8954","DOVER PUBLIC LIBRARY","73 LOCUST STREET","DOVER","NH",3820,NA,"CE",43.19318708,-70.87556404,2020,1,NA
"3573","NH0180",2,"NH8955","DUBLIN PUBLIC LIBRARY","1114 MAIN STREET","DUBLIN","NH",3444,NA,"CE",42.9058699,-72.06140224,2020,1,NA
"3574","NH0181",2,"NH8957","DUNBARTON PUBLIC LIBRARY","1004 SCHOOL STREET","DUNBARTON","NH",3046,NA,"CE",43.10286797,-71.61596745,2020,1,NA
"3575","NH0182",2,"NH8958","DURHAM PUBLIC LIBRARY","49 MADBURY ROAD","DURHAM","NH",3824,NA,"CE",43.14011438,-70.9263892,2020,1,NA
"3576","NH0183",2,"NH8959","EAST KINGSTON PUBLIC LIBRARY","47 MAPLEVALE ROAD","EAST KINGSTON","NH",3827,NA,"CE",42.92430041,-71.0094448,2020,1,NA
"3577","NH0184",2,"NH896","AMHERST TOWN LIBRARY","14 MAIN STREET","AMHERST","NH",3031,NA,"CE",42.86274203,-71.62768124,2020,1,NA
"3578","NH0185",4,"NH8960","EASTON PUBLIC LIBRARY","1060 EASTON VALLEY ROAD","EASTON","NH",3580,NA,"CE",44.1302664,-71.79017,2014,1,NA
"3579","NH0186",2,"NH8961","EFFINGHAM PUBLIC LIBRARY","30 TOWN HOUSE ROAD","EFFINGHAM","NH",3882,NA,"CE",43.73937708,-71.01152964,2020,1,NA
"3580","NH0187",2,"NH8962","ENFIELD PUBLIC LIBRARY","23 MAIN STREET","ENFIELD","NH",3748,NA,"CE",43.64295439,-72.14438056,2020,1,NA
"3581","NH0188",2,"NH8963","HARVEY-MITCHELL MEMORIAL LIBRARY","151 MAIN STREET","EPPING","NH",3042,NA,"CE",43.03904774,-71.07327258,2020,1,NA
"3582","NH0189",2,"NH8964","EPSOM PUBLIC LIBRARY","1606 DOVER ROAD","EPSOM","NH",3234,NA,"CE",43.22298627,-71.332884,2020,1,NA
"3583","NH0190",2,"NH8965","ERROL PUBLIC LIBRARY","67 MAIN STREET","ERROL","NH",3579,NA,"CE",44.78057757,-71.13608253,2020,1,NA
"3584","NH0191",2,"NH8966","EXETER PUBLIC LIBRARY","4 CHESTNUT STREET","EXETER","NH",3833,NA,"CE",42.9824841,-70.94461917,2020,1,NA
"3585","NH0192",2,"NH8967","GOODWIN LIBRARY","422 MAIN ST.","FARMINGTON","NH",3835,NA,"CE",43.38935283,-71.06488112,2020,1,NA
"3586","NH0193",2,"NH8968","FITZWILLIAM TOWN LIBRARY","11 TEMPLETON TURNPIKE","FITZWILLIAM","NH",3447,NA,"CE",42.77985892,-72.1449481,2020,1,NA
"3587","NH0194",2,"NH8969","GEORGE HOLMES BIXBY MEMORIAL LIBRARY","52 MAIN STREET","FRANCESTOWN","NH",3043,NA,"CE",42.98906289,-71.81375907,2020,1,NA
"3588","NH0195",2,"NH8970","ABBIE GREENLEAF LIBRARY","439 MAIN STREET","FRANCONIA","NH",3580,NA,"CE",44.22647768,-71.74514448,2020,1,NA
"3589","NH0196",4,"NH89708","ANDOVER PUBLIC LIBRARY","11 SCHOOL STREET","ANDOVER","NH",3216,NA,"CE",43.43564461,-71.82101027,2020,1,NA
"3590","NH0197",2,"NH8971","FRANKLIN PUBLIC LIBRARY","310 CENTRAL STREET","FRANKLIN","NH",3235,NA,"CE",43.44429953,-71.64752638,2020,1,NA
"3591","NH0198",2,"NH8972","FREEDOM PUBLIC LIBRARY","38 OLD PORTLAND ROAD","FREEDOM","NH",3836,NA,"CE",43.81267477,-71.03297256,2020,1,NA
"3592","NH0199",2,"NH8973","FREMONT PUBLIC LIBRARY","7 JACKIE BERNIER DRIVE","FREMONT","NH",3044,NA,"CE",42.97972595,-71.12225717,2020,1,NA
"3593","NH0200",2,"NH8974","GILFORD PUBLIC LIBRARY","31 POTTER HILL ROAD","GILFORD","NH",3249,NA,"CE",43.54900843,-71.40378041,2020,1,NA
"3594","NH0202",2,"NH0202","GILMANTON CORNER PUBLIC LIBRARY","509 PROVINCE ROAD","GILMANTON","NH",3237,NA,"CE",43.42466029,-71.41384286,2020,1,NA
"3595","NH0204",2,"NH8979","GOFFSTOWN PUBLIC LIBRARY","2 HIGH STREET","GOFFSTOWN","NH",3045,NA,"CE",43.02044582,-71.60020746,2020,1,NA
"3596","NH0205",2,"NH8980","GORHAM PUBLIC LIBRARY","35 RAILROAD STREET","GORHAM","NH",3581,NA,"CE",44.38772186,-71.17681825,2020,1,NA
"3597","NH0206",2,"NH8981","OLIVE G. PETTIS LIBRARY","36 MILL VILLAGE ROAD","GOSHEN","NH",3752,NA,"CE",43.30021254,-72.14769192,2020,1,NA
"3598","NH0207",2,"NH8982","GRAFTON PUBLIC LIBRARY","47 LIBRARY ROAD","GRAFTON","NH",3240,NA,"CE",43.56061254,-71.94600782,2020,1,NA
"3599","NH0208",2,"NH8983","DUNBAR FREE LIBRARY","401 ROUTE 10 SOUTH","GRANTHAM","NH",3753,NA,"CE",43.48804145,-72.13690685,2020,1,NA
"3600","NH0209",2,"NH8984","STEPHENSON MEMORIAL LIBRARY","761 FOREST ROAD","GREENFIELD","NH",3047,NA,"CE",42.95034466,-71.87081863,2020,1,NA
"3601","NH0210",2,"NH8985","WEEKS PUBLIC LIBRARY","36 POST ROAD","GREENLAND","NH",3840,NA,"CE",43.0353615,-70.8325755,2020,1,NA
"3602","NH0211",2,"NH8986","CHAMBERLIN FREE PUBLIC LIBRARY","46 MAIN STREET","GREENVILLE","NH",3048,NA,"CE",42.76749092,-71.81208848,2020,1,NA
"3603","NH0212",2,"NH8987","GROTON PUBLIC LIBRARY","754 NORTH GROTON ROAD","GROTON","NH",3241,NA,"CE",43.741029,-71.852857,2017,1,NA
"3604","NH0213",2,"NH8988","HAMPSTEAD PUBLIC LIBRARY","9 MARY E. CLARK DRIVE","HAMPSTEAD","NH",3841,NA,"CE",42.86148755,-71.17477852,2020,1,NA
"3605","NH0214",2,"NH8989","LANE MEMORIAL LIBRARY","2 ACADEMY AVENUE","HAMPTON","NH",3842,NA,"CE",42.93789736,-70.83351679,2020,1,NA
"3606","NH0215",2,"NH899","JAMES A. TUTTLE LIBRARY","45 MAIN STREET","ANTRIM","NH",3440,NA,"CE",43.02809234,-71.93786455,2020,1,NA
"3607","NH0216",2,"NH8990","HAMPTON FALLS FREE LIBRARY","7 DRINKWATER ROAD","HAMPTON FALLS","NH",3844,NA,"CE",42.92066865,-70.87501023,2020,1,NA
"3608","NH0217",2,"NH8991","HANCOCK TOWN LIBRARY","25 MAIN STREET","HANCOCK","NH",3449,NA,"CE",42.97304989,-71.98226978,2020,1,NA
"3609","NH0218",2,"NH8992","HOWE LIBRARY","13 SOUTH STREET","HANOVER","NH",3755,NA,"CE",43.69988864,-72.28691801,2020,1,NA
"3610","NH0219",2,"NH8994","HARRISVILLE PUBLIC LIBRARY","7 CANAL STREET","HARRISVILLE","NH",3450,NA,"CE",42.94607579,-72.09592319,2020,1,NA
"3611","NH0220",2,"NH8995","WOODSVILLE FREE PUBLIC LIBRARY","14 SCHOOL LANE","WOODSVILLE","NH",3785,NA,"CE",44.15035302,-72.03671543,2020,1,NA
"3612","NH0221",2,"NH8996","PATTEN-NORTH HAVERHILL LIBRARY","2885 DARTMOUTH COLLEGE HIGHWAY","NORTH HAVERHILL","NH",3774,NA,"CE",44.09346182,-72.02554999,2020,1,NA
"3613","NH0222",2,"NH8997","PIKE LIBRARY","1585 MT. MOOSILAUKE HIGHWAY","PIKE","NH",3780,NA,"CE",44.03144,-72.00758,2017,1,NA
"3614","NH0223",2,"NH8998","HAVERHILL LIBRARY ASSOCIATION","67 COURT STREET","HAVERHILL","NH",3765,NA,"CE",44.03364265,-72.06133099,2020,1,NA
"3615","NH0224",NA,"NH8999","HEBRON PUBLIC LIBRARY","8 CHURCH LANE","HEBRON","NH",3241,"SO",NA,43.694343,-71.805218,2015,1,NA
"3616","NH0230",2,"NH8956","DUMMER PUBLIC LIBRARY","67 HILL ROAD","DUMMER","NH",3588,NA,"CE",44.60870223,-71.2023699,2020,1,NA
"3617","NH0231",2,"NH8929","CAMPTON PUBLIC LIBRARY","1110 NH ROUTE 175","CAMPTON","NH",3223,NA,"CE",43.85138048,-71.63496368,2020,1,NA
"3618","NH0232",2,"NH89206","SUTTON FREE LIBRARY","5 CORPORATION HILL RD","SUTTON MILLS","NH",3221,NA,"CE",43.33481983,-71.95161406,2020,1,NA
"3619","NH0237",2,"NH891","ACWORTH SILSBY PUBLIC LIBRARY","5 LYNN HILL ROAD","ACWORTH","NH",3601,NA,"CE",43.21778449,-72.29265702,2020,1,NA
"3620","NH0238",2,"NH89209","COOK MEMORIAL LIBRARY","93 MAIN STREET","TAMWORTH","NH",3886,NA,"CE",43.8597001,-71.26612056,2020,1,NA
"3621","NH0239",2,"NH89210","CHOCORUA PUBLIC LIBRARY","25 DEER HILL ROAD","CHOCORUA","NH",3817,NA,"CE",43.87788459,-71.21973276,2020,1,NA
"3622","NH0240",2,"NH8910","ASHLAND TOWN LIBRARY","41 MAIN STREET","ASHLAND","NH",3217,NA,"CE",43.69514993,-71.63125269,2020,1,NA
"3623","NH0241",2,"NH8936","CHESTER PUBLIC LIBRARY","3 CHESTER STREET","CHESTER","NH",3036,NA,"CE",42.95776754,-71.25760597,2020,1,NA
"3624","NH0242",2,"NH8947","GEORGE GAMBLE LIBRARY","29 ROUTE 104","DANBURY","NH",3230,NA,"CE",43.52507709,-71.86003794,2020,1,NA
