"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category","count_ents"
"29",172444,"CA0137",2,"santa rosa central library","library","No","main branch, public library","Active","211 E St","Santa Rosa","CA",95404,NA,NA,38.441216,-122.7106191,"Congressional District 5","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221032765,2299048153,2299048153.001,"In-Window","Committed","Funded","FCDL Issued","Pacific Bell Telephone Company",143002665,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",1,"Mbps",1,"Mbps",19.75,0,19.75,70,1382.5,12,16590,33.61,0,33.61,70,2352.7,18942.7,0.74,14017.598,4925.1,0,NA,NA,NA,NA,NA,305.52,62,226.090290322581,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","No",1,1,"unserved","not_gigabit",492980,NA,12,"City Midsize","City","bandwidth target not met","over50",2
"30",104536,"CA0199",5,"desert hot springs branch library","library","No","public library","Active","11691 West Drive","Desert Hot Springs","CA",92240,NA,"Riverside",33.9631112,-116.5106378,"Congressional District 36","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221006105,2299006373,2299006373.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",400,0,400,37,14800,12,177600,0,0,0,0,0,177600,0.9,159840,17760,3527,NA,NA,NA,NA,NA,4800,37,4320,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",1353055,NA,31,"Town Fringe","Town","bandwidth target met","over50",2
"31",17026220,"CA0199",5,"desert hot springs library 2","library","No","new construction library, public library","Active","14380 Palm Dr","Desert Hot Springs","CA",92240,NA,"Riverside",33.944618,-116.501096,"Congressional District 36","Urban",NA,NA,NA,NA,225495,"Cenic-Corporation For Education Network Initiatives In California","consortium","16700 Valley View Avenue, Suite 400","La Mirada","CA",90638,"Congressional District 38",2022,221006105,2299006373,2299006373.001,"In-Window","Committed","Funded","FCDL Issued","Charter Communications Operating, LLC",143050436,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",400,0,400,37,14800,12,177600,0,0,0,0,0,177600,0.9,159840,17760,15000,NA,NA,NA,NA,NA,4800,37,4320,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",1353055,NA,31,"Town Fringe","Town","bandwidth target met","over50",2
"32",142225,"CO0131",2,"windsor-severance library","library","No","main branch, public library","Active","720 Third St","Windsor","CO",80550,NA,"Weld",40.471703,-104.901263,"Congressional District 4","Rural",NA,NA,NA,NA,16075292,"Clearview Library District","library system","720 3rd Street","Windsor","CO",80550,"Congressional District 4",2022,221036768,2299055050,2299055050.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1395.05,0,1395.05,1,1395.05,12,16740.6,0,0,0,0,0,16740.6,0.5,8370.3,8370.3,17827,1,NA,NA,NA,NA,16740.6,1,8370.3,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",27639,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"33",17031503,"CO0131",2,"clearview library district administrative support center","non-instructional facility (nif)",NA,NA,"Active","1194 West Ash St.","Windsor","CO",80550,NA,"Weld",40.481146,-104.919828,"Congressional District 4",NA,NA,NA,NA,NA,16075292,"Clearview Library District","library system","720 3rd Street","Windsor","CO",80550,"Congressional District 4",2022,221036768,2299055130,2299055130.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1395.05,0,1395.05,1,1395.05,10,13950.5,0,0,0,0,0,13950.5,0.5,6975.25,6975.25,NA,1,NA,NA,NA,NA,16740.6,1,6975.25,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",27639,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"34",126288,"DE0015",2,"new castle public library","library","Yes","main branch, public library","Active","424 Delaware St","New Castle","DE",19720,5040,"New Castle",39.6608919,-75.5658545,"Congressional District (at Large)","Urban",NA,NA,NA,NA,126301,"Delaware Division Of Libraries","consortium","121 Martin Luther King Jr. Blvd. North","Dover","DE",19901,"Congressional District (at Large)",2022,221027379,2299038769,2299038769.002,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",882.27,0,882.27,35,30879.45,12,370553.4,0,0,0,0,0,370553.4,0.8,296442.72,74110.68,23000,NA,NA,NA,NA,NA,10587.24,35,8469.792,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",29588,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"35",17004554,"DE0015",2,"new castle county public library system","non-instructional facility (nif)",NA,NA,"Active","James H. Gilliam Building 77 Read Way","New Castle","DE",19720,NA,"New Castle",39.7018997,-75.5617829,"Congressional District (at Large)",NA,NA,NA,NA,NA,126301,"Delaware Division Of Libraries","consortium","121 Martin Luther King Jr. Blvd. North","Dover","DE",19901,"Congressional District (at Large)",2022,221027379,2299038769,2299038769.002,"In-Window","Committed","Funded","FCDL Issued","Crown Castle Fiber LLC",143005274,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",882.27,0,882.27,35,30879.45,12,370553.4,0,0,0,0,0,370553.4,0.8,296442.72,74110.68,NA,NA,NA,NA,NA,NA,10587.24,35,8469.792,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",29588,NA,21,"Suburban Large","Suburban","bandwidth target met","under50",2
"36",16055862,"FL0035",21,"library2go bookmobile of tampa-hillsborough county public library","library","No","bookmobile, public library","Active","900 N Ashley Dr","Tampa","FL",33602,3704,NA,27.9509497,-82.4621595,"Congressional District 14","Urban",NA,NA,NA,NA,127780,"Tampa Hillsborough County Public Library System","library system","900 N Ashley Dr","Tampa","FL",33602,"Congressional District 14",2022,221022235,2299029962,2299029962.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",3,"Mbps",10,"Mbps",36.05,0,36.05,16,576.8,12,6921.6,0,0,0,0,0,6921.6,0.8,5537.28,1384.32,0,1,NA,NA,NA,NA,3460.8,2,2768.64,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10,10,"unserved","not_gigabit",1478759,NA,11,"City Large","City","bandwidth target not met","over50",2
"37",16055863,"FL0035",21,"milo bookmobile of tampa-hillsborough county public library","library","No","bookmobile, public library","Active","900 N Ashley Dr","Tampa","FL",33602,3704,NA,27.9509497,-82.4621595,"Congressional District 14","Urban",NA,NA,NA,NA,127780,"Tampa Hillsborough County Public Library System","library system","900 N Ashley Dr","Tampa","FL",33602,"Congressional District 14",2022,221022235,2299029962,2299029962.001,"In-Window","Committed","Funded","FCDL Issued","Verizon Wireless (Cellco Partnership)",143000677,"Category1","Data Transmission and/or Internet Access","Wireless","Wireless data service",3,"Mbps",10,"Mbps",36.05,0,36.05,16,576.8,12,6921.6,0,0,0,0,0,6921.6,0.8,5537.28,1384.32,0,1,NA,NA,NA,NA,3460.8,2,2768.64,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",10,10,"unserved","not_gigabit",1478759,NA,11,"City Large","City","bandwidth target not met","over50",2
"38",17018110,"GA0007",11,"west georgia regional library system headquarters","non-instructional facility (nif)",NA,NA,"Active","710 Rome St","Carrollton","GA",30117,3046,"Carroll",33.585342,-85.075001,"Congressional District 3",NA,NA,NA,NA,NA,127285,"West Georgia Regional Library","library system","124 West Chandler Street","Carrollton","GA",30117,"Congressional District 3",2022,221014951,2299018429,2299018429.001,"In-Window","Committed","Funded","FCDL Issued","DoveTel Communications, LLC",143026668,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",300,"Mbps",300,"Mbps",800,0,800,2,1600,12,19200,0,0,0,0,0,19200,0.8,15360,3840,NA,1,NA,NA,NA,NA,NA,2,7680,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",300,300,"served_not_gigabit","not_gigabit",487659,NA,31,"Town Fringe","Town","bandwidth target not met","over50",2
"39",205643,"GA0007",11,"neva lomason memorial library","library","No","main branch, public library","Active","710 Rome St","Carrollton","GA",30117,3046,NA,33.585342,-85.075001,"Congressional District 3","Urban",NA,NA,NA,NA,127285,"West Georgia Regional Library","library system","124 West Chandler Street","Carrollton","GA",30117,"Congressional District 3",2022,221014951,2299018429,2299018429.002,"In-Window","Committed","Funded","FCDL Issued","DoveTel Communications, LLC",143026668,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",250,"Mbps",250,"Mbps",675,0,675,2,1350,12,16200,0,0,0,0,0,16200,0.8,12960,3240,28000,1,NA,NA,NA,NA,NA,2,6480,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",250,250,"served_not_gigabit","not_gigabit",487659,NA,31,"Town Fringe","Town","bandwidth target not met","over50",2
"40",17002108,"GA0017",2,"darro c. willey library administration center","non-instructional facility (nif)",NA,NA,"Active","3560 Kensington Rd","Decatur","GA",30032,NA,"Dekalb County",33.771524,-84.24381,"Congressional District 4",NA,NA,NA,NA,NA,127270,"Dekalb County Public Library","library system","3560 Kensington Rd.","Decatur","GA",30032,"Congressional District 4",2022,221030869,2299044687,2299044687.001,"In-Window","Committed","Funded","FCDL Issued","ENA Services, LLC",143030857,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1675,0,1675,1,1675,12,20100,0,0,0,0,0,20100,0.9,18090,2010,NA,1,NA,NA,NA,NA,20100,1,18090,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",793154,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"41",17002108,"GA0017",2,"darro c. willey library administration center","non-instructional facility (nif)",NA,NA,"Active","3560 Kensington Rd","Decatur","GA",30032,NA,"Dekalb County",33.771524,-84.24381,"Congressional District 4",NA,NA,NA,NA,NA,127270,"Dekalb County Public Library","library system","3560 Kensington Rd.","Decatur","GA",30032,"Congressional District 4",2022,221031050,2299044978,2299044978.002,"In-Window","Committed","Funded","FCDL Issued","ENA Services, LLC",143030857,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",5,"Gbps",5,"Gbps",1500,0,1500,1,1500,12,18000,0,0,0,0,0,18000,0.9,16200,1800,NA,NA,NA,NA,NA,NA,18000,1,16200,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",5000,5000,"gigabit","gigabit",793154,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"42",32058,"GA0017",2,"decatur library","library","No","public library","Active","215 Sycamore St","Decatur","GA",30030,3413,"De Kalb",33.774101,-84.293943,"Congressional District 5","Urban",NA,NA,NA,NA,127270,"Dekalb County Public Library","library system","3560 Kensington Rd.","Decatur","GA",30032,"Congressional District 4",2022,221031050,2299044978,2299044978.001,"In-Window","Committed","Funded","FCDL Issued","ENA Services, LLC",143030857,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",5,"Gbps",5,"Gbps",1500,0,1500,23,34500,12,414000,0,0,0,0,0,414000,0.9,372600,41400,53356,NA,NA,NA,NA,NA,18000,23,16200,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",5000,5000,"gigabit","gigabit",793154,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"43",152518,"GA0044",3,"terrell county library","library","No","main branch, public library","Active","913 Forrester Dr Se","Dawson","GA",39842,2106,NA,31.7613887,-84.4371603,"Congressional District 2","Rural",NA,NA,NA,NA,127515,"Kinchafoonee Regional Library","library system","913 Forrester Se Dr","Dawson","GA",39842,"Congressional District 2",2022,221028132,2299039879,2299039879.001,"In-Window","Committed","Funded","FCDL Issued","Windstream Communications, LLC",143030766,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",923,0,923,5,4615,12,55380,0,0,0,0,0,55380,0.9,49842,5538,8050,1,NA,NA,NA,NA,9230,6,8307,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",29237,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"44",17006680,"GA0044",3,"kinchafoonee regional library","library","No","public library","Active","913 Forrester Dr Se","Dawson","GA",39842,2106,"Terrell",31.7613887,-84.4371603,"Congressional District 2","Rural",NA,NA,NA,NA,127515,"Kinchafoonee Regional Library","library system","913 Forrester Se Dr","Dawson","GA",39842,"Congressional District 2",2022,221028132,2299039879,2299039879.001,"In-Window","Committed","Funded","FCDL Issued","Windstream Communications, LLC",143030766,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",923,0,923,5,4615,12,55380,0,0,0,0,0,55380,0.9,49842,5538,2000,1,NA,NA,NA,NA,9230,6,8307,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",29237,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"45",17024552,"HI0001",2,"hawaii state library","library","No","main branch, public library","Active","478 S King St","Honolulu","HI",96813,NA,"Honolulu",21.305738,-157.857752,"Congressional District 1","Urban",NA,NA,NA,NA,144816,"Hawaii State Public Library System","library system","44 Merchant Street","Honolulu","HI",96813,"Congressional District 1",2022,221003537,2299003328,2299003328.001,"In-Window","Committed","Funded","FCDL Issued","Hawaiian Telcom, Inc.",143002709,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1020.94,0,1020.94,53,54109.82,12,649317.84,0,0,0,0,0,649317.84,0.8,519454.272,129863.57,105000,1,NA,NA,NA,NA,12486.88,52,9989.50523076923,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",1415872,NA,11,"City Large","City","bandwidth target met","over50",2
"46",17025006,"HI0001",2,"hawaii state library (main branch)","non-instructional facility (nif)",NA,NA,"Active","44 Merchant Street","Honolulu","HI",96813,NA,"Honolulu",21.309808,-157.863203,"Congressional District 1",NA,NA,NA,NA,NA,144816,"Hawaii State Public Library System","library system","44 Merchant Street","Honolulu","HI",96813,"Congressional District 1",2022,221003537,2299003328,2299003328.001,"In-Window","Committed","Funded","FCDL Issued","Hawaiian Telcom, Inc.",143002709,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1020.94,0,1020.94,53,54109.82,12,649317.84,0,0,0,0,0,649317.84,0.8,519454.272,129863.57,NA,1,NA,NA,NA,NA,12486.89,52,9989.50523076923,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",1415872,NA,11,"City Large","City","bandwidth target met","over50",2
